predictedValue,RealValue,ErrorPercent
'1.072871150620509','1','7.287115062050908'
'1.0955748529812592','1','9.557485298125922'
'0.9981914743384721','1','0.18085256615278933'
'1.0779824681553325','1','7.79824681553325'
'1.1135879790026546','1','11.358797900265461'
'1.102303304884302','2','44.884834755784894'
'1.1494645373775705','1','14.946453737757048'
'1.06024751648602','1','6.024751648601989'
'1.1215739609138098','1','12.157396091380978'
'1.3241571342321115','2','33.79214328839443'
'1.0922317981182594','6','81.79613669802902'
'1.0684772378556928','1','6.847723785569282'
'1.1166328447688012','2','44.16835776155994'
'1.1317044229669662','1','13.170442296696617'
'1.0872116189261867','1','8.721161892618667'
'1.0991830724046572','1','9.918307240465719'
'1.4615317594491821','1','46.15317594491821'
'1.0938624004449247','1','9.386240044492467'
'1.108137936543191','1','10.813793654319092'
'1.2098726735069991','1','20.987267350699913'
'1.071914258775953','2','46.40428706120235'
'1.1012080689642625','2','44.93959655178688'
'1.1937472679868733','1','19.374726798687327'
'1.1018759041725723','1','10.18759041725723'
'1.0880433336134863','1','8.804333361348625'
'0.9995050159208507','1','0.049498407914927434'
'1.2106672429001282','1','21.066724290012818'
'1.0948950644472646','1','9.489506444726459'
'1.0995240408339133','1','9.95240408339133'
'1.1656262470619119','1','16.562624706191187'
'1.0251849099318522','1','2.5184909931852184'
'1.383449945672759','1','38.34499456727589'
'1.1937472679868733','1','19.374726798687327'
'1.1693508883105557','1','16.935088831055566'
'0.9633374621072228','1','3.666253789277718'
'1.105725127881005','1','10.572512788100497'
'1.1261847899842639','1','12.618478998426387'
'1.0447397280703212','1','4.473972807032123'
'1.1186291173850313','1','11.862911738503135'
'1.1260647809762552','1','12.606478097625518'
'1.077421798792058','1','7.742179879205802'
'1.0935607816809705','1','9.35607816809705'
'1.1268809752236235','1','12.688097522362352'
'1.205300674035718','1','20.530067403571795'
'1.1135879790026546','2','44.32060104986727'
'1.0508193022999102','1','5.081930229991016'
'1.383449945672759','2','30.827502716362055'
'1.0717140808920775','1','7.171408089207754'
'1.105725127881005','1','10.572512788100497'
'1.3046557317875997','1','30.465573178759975'
'1.10150933571222','1','10.150933571222009'
'1.056354124467457','1','5.635412446745702'
'1.1693508883105557','1','16.935088831055566'
'1.0611665235243768','1','6.116652352437679'
'1.1138995811287793','1','11.38995811287793'
'1.0740601239200696','1','7.406012392006955'
'1.16740642483503','1','16.740642483503'
'0.9981914743384721','1','0.18085256615278933'
'1.0166461868589627','1','1.6646186858962686'
'1.1297216259702973','1','12.972162597029735'
'1.012493798909258','1','1.2493798909257947'
'1.1140435558034407','1','11.404355580344072'
'1.0769644689854085','1','7.696446898540854'
'1.207922227833182','1','20.792222783318202'
'1.1223924546332216','2','43.88037726833892'
'1.0952564881124713','5','78.09487023775057'
'1.0193742781004558','1','1.9374278100455777'
'1.1367444612854263','2','43.16277693572869'
'1.0630855978054106','1','6.3085597805410565'
'1.1021322065793415','2','44.89338967103292'
'1.16740642483503','3','61.086452505499'
'1.07184217934514','1','7.184217934514003'
'1.0508840874594645','2','47.455795627026774'
'1.0849357635155832','1','8.493576351558318'
'1.0633067368972857','1','6.330673689728572'
'1.2324007095238958','1','23.24007095238958'
'1.0406260944335572','1','4.062609443355725'
'1.101779009263012','1','10.177900926301199'
'1.0166461868589627','1','1.6646186858962686'
'1.2164394366920317','1','21.643943669203168'
'1.2332709340334231','1','23.327093403342314'
'1.03961711515208','1','3.9617115152080107'
'1.0719751540989337','1','7.197515409893374'
'1.129223766178527','1','12.922376617852693'
'1.1014022525809444','1','10.140225258094437'
'1.0473197046590175','1','4.731970465901747'
'1.16740642483503','1','16.740642483503'
'1.0865796370482153','2','45.67101814758924'
'1.129481100985816','1','12.948110098581589'
'1.0756500480013353','1','7.565004800133535'
'1.1444915612068045','1','14.44915612068045'
'1.1159190255949103','1','11.591902559491029'
'1.0955748529812592','1','9.557485298125922'
'1.0838448542829247','1','8.384485428292464'
'1.1132285491528995','2','44.338572542355024'
'1.0286732629624478','1','2.8673262962447765'
'1.0988044552754899','1','9.880445527548986'
'1.0537284626009855','1','5.372846260098552'
'1.0952564881124713','3','63.49145039625096'
'1.0766300115913825','1','7.66300115913825'
'1.1039682008789498','1','10.396820087894977'
'1.3751769694077847','1','37.517696940778464'
'1.29690586829615','4','67.57735329259624'
'1.483043973497931','5','70.33912053004137'
'1.645200103292034','1','64.5200103292034'
'1.8673662262358777','2','6.631688688206117'
'1.1870090269771052','2','40.64954865114474'
'1.0099739623649189','1','0.9973962364918876'
'1.949414255746035','1','94.9414255746035'
'0.9900671656838624','1','0.9932834316137562'
'1.5884788744770122','2','20.57605627614939'
'1.0233049400082883','1','2.330494000828831'
'1.2272755471804617','1','22.72755471804617'
'1.0099234506132257','4','74.75191373466936'
'1.280778185888379','1','28.07781858883791'
'1.0052528646313712','1','0.5252864631371201'
'1.2854572398303974','8','83.93178450212004'
'1.5326799433650786','1','53.26799433650786'
'1.0097115364442537','4','74.75721158889365'
'1.558424877670456','1','55.84248776704559'
'1.479847254622148','1','47.9847254622148'
'1.0098362434240533','1','0.9836243424053315'
'2.0190443420738324','2','0.9522171036916216'
'1.0097935526519157','1','0.9793552651915727'
'1.0097065332629782','1','0.9706533262978212'
'0.9899118492840997','1','1.0088150715900301'
'1.0098947950019714','2','49.505260249901426'
'1.0309276423989981','1','3.0927642398998145'
'1.0097929841345663','1','0.9792984134566307'
'1.0099492924380924','3','66.33502358539693'
'0.9899357515536765','3','67.00214161487744'
'1.0101228953876575','1','1.0122895387657538'
'1.9901348944621984','1','99.01348944621984'
'1.010371986597729','2','49.48140067011355'
'1.3931364475967425','1','39.31364475967425'
'1.3464315420453545','7','80.76526368506637'
'1.0104135473394231','1','1.0413547339423124'
'1.1479644755609983','2','42.60177622195008'
'1.0098352864353004','1','0.9835286435300405'
'1.0364787872096228','1','3.647878720962283'
'1.010199920525766','1','1.0199920525765904'
'1.1117672353859787','1','11.176723538597866'
'1.010125634470928','2','49.4937182764536'
'1.263232741208047','2','36.838362939597644'
'1.9884284412913993','2','0.5785779354300358'
'1.5528604545428824','2','22.356977272855882'
'1.4020219854136085','1','40.20219854136084'
'1.1136161516170349','5','77.72767696765929'
'1.330622644743057','1','33.06226447430569'
'1.2491131988015731','1','24.91131988015731'
'1.0640935956232633','1','6.409359562326333'
'1.8463297533467427','1','84.63297533467427'
'1.1720064200732074','1','17.200642007320745'
'1.0707426968534188','1','7.074269685341883'
'1.2159433361923353','1','21.59433361923353'
'1.0273173245334315','2','48.63413377332842'
'1.4513989814882167','1','45.139898148821665'
'0.9902756204102373','3','66.99081265299208'
'0.9898005250590048','2','50.509973747049756'
'1.038676232846219','2','48.06618835768906'
'1.5528604545428824','2','22.356977272855882'
'1.2949732502927134','1','29.497325029271337'
'2.1949378894909133','2','9.746894474545664'
'1.1258587497966435','2','43.70706251016783'
'1.0102505961542816','1','1.0250596154281588'
'1.479847254622148','2','26.0076372688926'
'1.0104024859337772','1','1.040248593377724'
'1.2470988192903385','2','37.64505903548307'
'1.705759569744105','3','43.1413476751965'
'1.010199920525766','2','49.49000397371171'
'1.1117672353859787','6','81.47054607690035'
'1.010125634470928','1','1.0125634470927958'
'1.0102311808973892','3','66.32562730342036'
'1.0245133317023831','1','2.4513331702383123'
'1.2725526007634957','1','27.255260076349575'
'1.1159072138407522','1','11.59072138407522'
'1.0097943921145838','1','0.9794392114583772'
'1.1724207178047892','2','41.37896410976054'
'1.010371986597729','2','49.48140067011355'
'1.219771057534883','3','59.34096474883723'
'1.10022802290613','1','10.022802290613008'
'1.5538341513972602','4','61.154146215068494'
'1.4238593265350161','1','42.38593265350161'
'1.5424427795019295','1','54.24427795019295'
'1.5241942305495786','4','61.895144236260535'
'1.1571647818490327','1','15.71647818490327'
'1.0710099626476584','2','46.44950186761708'
'1.1506137806924341','2','42.46931096537829'
'1.0098815774770453','1','0.9881577477045322'
'1.0310590715412455','1','3.105907154124554'
'0.9900151061471631','1','0.9984893852836851'
'1.2138868695961318','2','39.30565652019341'
'1.2897816657560672','4','67.75545835609832'
'1.1479644755609983','1','14.796447556099835'
'1.0762647700154993','2','46.186761499225035'
'1.0103720468812205','1','1.037204688122051'
'1.0716979397394035','1','7.169793973940353'
'1.104524983401745','3','63.18250055327517'
'1.8673662262358777','3','37.754459125470746'
'1.0095316009993491','6','83.17447331667752'
'1.0097578971691528','1','0.9757897169152763'
'1.483043973497931','2','25.847801325103447'
'1.1093977203833447','3','63.020075987221844'
'1.3051975038333505','1','30.519750383335055'
'1.092796699349927','3','63.57344335500243'
'0.9899357515536765','3','67.00214161487744'
'1.1210073881142626','1','12.10073881142626'
'1.4924196777619942','1','49.241967776199424'
'1.4020460790441531','1','40.20460790441531'
'1.2272755471804617','3','59.0908150939846'
'1.1459289443265968','2','42.70355278367016'
'1.280778185888379','2','35.96109070558104'
'1.3442679612773074','1','34.42679612773074'
'1.5506475217507205','1','55.06475217507205'
'1.1814763026386903','1','18.14763026386903'
'1.012535436517379','1','1.2535436517379095'
'1.0101737657321108','1','1.0173765732110818'
'1.488802006033734','1','48.88020060337339'
'1.0102771125814967','2','49.48614437092517'
'1.0096281146977044','1','0.9628114697704415'
'1.1093977203833447','3','63.020075987221844'
'1.0096688971574597','1','0.9668897157459666'
'1.3442679612773074','1','34.42679612773074'
'1.6659433849237284','2','16.70283075381358'
'1.5906844904203126','1','59.068449042031254'
'1.1734410373300497','1','17.344103733004967'
'1.009854113877935','1','0.9854113877934889'
'1.0098769024563796','1','0.9876902456379621'
'1.0099743909767915','4','74.75064022558021'
'0.9898168688653752','4','75.25457827836561'
'1.0884821389308512','2','45.57589305345744'
'1.6736711470687815','1','67.36711470687816'
'1.0097943921145838','2','49.51028039427081'
'1.6164079906665525','1','61.64079906665525'
'1.0648424549004785','1','6.484245490047846'
'0.9898413330186014','1','1.0158666981398556'
'1.6117978117875862','3','46.27340627374713'
'1.0898305526859053','4','72.75423618285237'
'1.313940803545445','2','34.30295982272775'
'1.0662826815566153','1','6.628268155661532'
'1.00764751143051','1','0.7647511430509901'
'1.0877087857494339','1','8.770878574943385'
'1.2514940710075535','2','37.42529644962232'
'1.384176306328571','1','38.417630632857104'
'1.085717092488556','4','72.8570726877861'
'1.0099466858735582','1','0.9946685873558181'
'1.0101746959657074','1','1.0174695965707414'
'1.5884788744770122','1','58.84788744770122'
'1.0270338354595194','1','2.703383545951943'
'0.9902488041593019','2','50.4875597920349'
'1.2160575854801146','1','21.605758548011455'
'1.479392204423648','4','63.0151948894088'
'1.989527721807792','4','50.2618069548052'
'1.0100829400949825','1','1.008294009498245'
'1.0095210560982482','1','0.952105609824816'
'1.111511415001664','2','44.4244292499168'
'1.4233570014350023','2','28.832149928249883'
'0.9897473941434303','9','89.00280673173965'
'1.330622644743057','3','55.6459118418981'
'0.9923125728006221','2','50.384371359968895'
'1.374334303058249','1','37.43343030582491'
'1.1719284350925707','3','60.935718830247644'
'1.990068821251212','1','99.00688212512121'
'0.9900671656838624','2','50.49664171580688'
'1.5784053719992401','2','21.079731400037993'
'0.9898413330186014','1','1.0158666981398556'
'1.2144091536538673','1','21.440915365386726'
'1.0186098861651087','1','1.8609886165108724'
'1.0102505961542816','1','1.0250596154281588'
'1.4955491883064904','3','50.148360389783655'
'1.045136880702549','1','4.513688070254895'
'1.7954442403017197','2','10.227787984914016'
'1.1180205760618414','1','11.802057606184135'
'1.045136880702549','1','4.513688070254895'
'1.5906844904203126','2','20.465775478984373'
'1.0014642940079739','1','0.14642940079738764'
'1.0102164481357858','1','1.0216448135785816'
'1.483043973497931','1','48.304397349793106'
'1.028874756406261','1','2.8874756406261026'
'1.773712302491026','1','77.3712302491026'
'1.949414255746035','1','94.9414255746035'
'1.0898305526859053','1','8.983055268590533'
'1.162413140893085','4','70.93967147767289'
'0.9902488041593019','4','75.24377989601744'
'1.56104611951781','1','56.104611951781'
'1.1455163676255393','1','14.551636762553933'
'1.0095736014614387','5','79.80852797077122'
'1.1814763026386903','2','40.926184868065484'
'1.0100606449493668','1','1.006064494936676'
'0.9901671493132982','4','75.24582126716754'
'1.1043901591713179','3','63.1869946942894'
'1.0099498210582736','2','49.50250894708632'
'0.9898005250590048','2','50.509973747049756'
'1.0099739623649189','1','0.9973962364918876'
'1.085717092488556','1','8.571709248855598'
'1.0436205549219404','1','4.362055492194039'
'1.1104579279359301','2','44.477103603203496'
'1.5538341513972602','2','22.308292430136987'
'1.010142376788633','3','66.3285874403789'
'1.0884821389308512','3','63.71726203563829'
'1.0482098206821475','4','73.79475448294632'
'1.0100375596312197','2','49.49812201843902'
'1.3464315420453545','1','34.643154204535456'
'1.0099492924380924','1','0.9949292438092394'
'1.1236553099237652','2','43.81723450381174'
'1.0185291920732287','1','1.8529192073228673'
'1.5724493424218318','1','57.24493424218318'
'1.9903136656439635','1','99.03136656439635'
'1.0098951761484332','1','0.989517614843316'
'1.010038746380266','1','1.0038746380266028'
'1.8463297533467427','2','7.683512332662867'
'1.233844690959063','2','38.30776545204685'
'1.1136161516170349','1','11.361615161703487'
'1.344162995056311','7','80.79767149919556'
'1.0103720468812205','2','49.48139765593898'
'1.1060646046646754','2','44.69676976676623'
'1.0097578971691528','1','0.9757897169152763'
'1.2546046918685962','4','68.6348827032851'
'1.0101884695147318','2','49.49057652426341'
'1.488802006033734','1','48.88020060337339'
'1.8495847285631029','6','69.17358785728162'
'1.5991681545103809','2','20.04159227448096'
'1.6309745393593782','1','63.09745393593782'
'0.7275464794187639','1','27.245352058123608'
'1.7216179912075407','2','13.919100439622966'
'1.3718849500292118','2','31.405752498539407'
'1.908619781881125','1','90.8619781881125'
'1.6783333692333542','2','16.083331538332292'
'1.7038479397713138','2','14.807603011434312'
'1.77112621302527','1','77.112621302527'
'1.0478830543271398','1','4.78830543271398'
'1.550466276091634','1','55.04662760916339'
'2.066100153668355','1','106.6100153668355'
'1.3911347878886546','1','39.113478788865464'
'1.1218224731209756','1','12.18224731209756'
'1.1548384843938648','4','71.12903789015338'
'1.989879751624748','1','98.9879751624748'
'1.2543103242164817','1','25.43103242164817'
'1.7836963034845186','1','78.36963034845186'
'1.6968148865811434','2','15.159255670942828'
'1.1292219714763378','3','62.3592676174554'
'1.8704019740890705','1','87.04019740890705'
'1.8526638075521642','1','85.26638075521642'
'1.2691015660271268','1','26.910156602712675'
'0.9242257438223274','1','7.577425617767264'
'2.1496687127735914','1','114.96687127735913'
'1.5101058060246393','1','51.01058060246393'
'1.7448991797414308','3','41.83669400861898'
'1.6520427968264673','2','17.397860158676636'
'1.7498678335277662','3','41.67107221574113'
'1.8377925854857513','1','83.77925854857513'
'1.7154655682348006','1','71.54655682348006'
'1.7184469514558236','1','71.84469514558236'
'1.6638042557323176','2','16.80978721338412'
'0.9896087758576734','5','80.20782448284652'
'1.9871414735711472','3','33.76195088096176'
'1.6162601118323199','1','61.62601118323199'
'1.2614982855845458','1','26.14982855845458'
'1.4376237332901336','1','43.76237332901336'
'1.7244508507289216','1','72.44508507289216'
'1.121640629081823','1','12.164062908182306'
'1.2614982855845458','1','26.14982855845458'
'1.754615380342174','1','75.4615380342174'
'2.009800628705036','3','33.00664570983214'
'0.77070689279941','1','22.929310720059004'
'1.351368257858907','4','66.21579355352732'
'1.9206416779409476','1','92.06416779409477'
'1.7407912233177631','1','74.07912233177632'
'1.2287535170152635','1','22.87535170152635'
'1.7645461544785008','1','76.45461544785009'
'1.4776003985081112','2','26.11998007459444'
'1.8863222352921734','2','5.683888235391333'
'1.7482712357386418','2','12.586438213067908'
'1.3595366309144377','1','35.953663091443765'
'1.056209569797507','1','5.620956979750691'
'1.6520427968264673','1','65.20427968264673'
'1.6403615137794538','1','64.03615137794539'
'1.8489970462820273','5','63.02005907435946'
'1.7678721223752505','3','41.070929254158315'
'1.5090328078684485','1','50.90328078684485'
'1.452390010197928','1','45.23900101979279'
'2.154744090769084','1','115.47440907690839'
'1.1910571935036227','1','19.10571935036227'
'1.9294200264864472','2','3.5289986756776415'
'1.3568824795277956','1','35.68824795277956'
'1.9895128393578556','1','98.95128393578557'
'1.5209723972649678','2','23.95138013675161'
'1.646860218311401','3','45.10465938961997'
'1.8821402191907282','2','5.892989040463592'
'2.0011470291747298','2','0.057351458736487615'
'1.7215271802361816','1','72.15271802361815'
'1.5843179875991662','1','58.43179875991662'
'1.4213942984158192','1','42.13942984158192'
'1.7122536578433225','1','71.22536578433225'
'1.2375989753283392','1','23.759897532833918'
'1.5784887764155369','1','57.848877641553685'
'1.50268232982204','2','24.865883508898'
'1.27926613776884','2','36.036693111558'
'1.5389607202116116','4','61.52598199470971'
'1.4508388172535485','1','45.08388172535484'
'1.0150318145966504','1','1.5031814596650372'
'1.010227772542018','1','1.0227772542017899'
'1.7955736973705538','1','79.55736973705538'
'1.0405178991036788','1','4.051789910367876'
'1.7445655895237175','1','74.45655895237175'
'1.1415852691491655','2','42.920736542541725'
'1.5481945639600716','1','54.81945639600716'
'2.1496687127735914','2','7.48343563867957'
'1.8962885896746355','2','5.185570516268223'
'1.0888540908752387','1','8.885409087523865'
'0.9628592462161978','2','51.85703768919011'
'0.9897429350555437','1','1.0257064944456329'
'1.4554650427896265','3','51.48449857367912'
'1.163899975298069','1','16.389997529806898'
'1.0478830543271398','1','4.78830543271398'
'1.80232760680323','2','9.883619659838505'
'2.0101761148094814','52','96.13427670228945'
'1.7570366388429348','2','12.148168057853258'
'1.1163593275102612','2','44.18203362448694'
'1.4027209927573432','2','29.86395036213284'
'1.6425024075154389','3','45.24991974948537'
'1.010374316428525','1','1.0374316428525043'
'1.0100242942578372','1','1.002429425783724'
'1.7798274787327797','2','11.008626063361016'
'2.01023294013264','2','0.5116470066319989'
'1.5209723972649678','1','52.09723972649678'
'1.6638042557323176','2','16.80978721338412'
'1.1163593275102612','1','11.635932751026123'
'1.8794934114297037','1','87.94934114297037'
'1.0150318145966504','1','1.5031814596650372'
'1.81801960686455','1','81.801960686455'
'1.6361978573274838','1','63.61978573274838'
'1.4596731226762196','2','27.01634386618902'
'1.7450365519283149','2','12.748172403584256'
'1.259137548978556','1','25.91375489785559'
'1.1910571935036227','1','19.10571935036227'
'0.9242257438223274','3','69.19247520592243'
'1.669775363526886','1','66.97753635268859'
'2.041480768688884','2','2.074038434444203'
'2.0011470291747298','2','0.057351458736487615'
'1.4508388172535485','2','27.45805913732258'
'1.4296555423147759','3','52.34481525617414'
'1.471448318902333','1','47.144831890233306'
'1.2220437300085811','1','22.204373000858112'
'1.3248158316220338','1','32.48158316220338'
'1.7431935332276023','3','41.89354889241326'
'1.797583471715535','2','10.120826414223249'
'1.7608880616206908','1','76.08880616206908'
'2.2820125893970884','1','128.20125893970885'
'1.6848065485633774','1','68.48065485633774'
'1.0186942626340632','2','49.065286868296845'
'1.6700305562076934','2','16.49847218961533'
'1.3654694631205437','2','31.726526843972813'
'1.5389607202116116','1','53.89607202116116'
'1.0102255575719328','2','49.48872212140336'
'1.7955736973705538','2','10.22131513147231'
'1.953241550734139','2','2.3379224632930518'
'1.6211173952775884','2','18.944130236120582'
'1.779809576295087','2','11.009521185245653'
'1.662694776365325','1','66.2694776365325'
'1.7734142912961135','2','11.329285435194326'
'1.5290277997219583','4','61.774305006951046'
'2.081765575595888','1','108.17655755958882'
'1.0957897011017381','1','9.578970110173813'
'1.330360622050537','1','33.03606220505371'
'1.5891884657513606','1','58.918846575136065'
'1.0607839813960802','2','46.96080093019599'
'1.8704019740890705','1','87.04019740890705'
'1.073456107330864','1','7.345610733086394'
'1.9184696028220198','1','91.84696028220199'
'1.4504062066425005','4','63.73984483393749'
'1.6638042557323176','1','66.38042557323176'
'1.606131757932463','2','19.69341210337685'
'1.5286016269754505','2','23.56991865122747'
'1.3071282319876005','2','34.643588400619976'
'1.7184469514558236','2','14.07765242720882'
'1.1987715105447714','1','19.87715105447714'
'1.9294200264864472','1','92.94200264864472'
'2.0101761148094814','1','101.01761148094815'
'1.908619781881125','1','90.8619781881125'
'1.6039878631451743','1','60.39878631451743'
'1.2329431809062228','5','75.34113638187554'
'1.3180472887628734','3','56.06509037457089'
'1.5483510269581084','3','48.388299101396385'
'1.5965416774986356','4','60.086458062534106'
'1.6957038144898986','1','69.57038144898986'
'1.698326570322297','2','15.083671483885153'
'1.112675435085602','1','11.267543508560207'
'1.7056713016436402','1','70.56713016436402'
'1.5115702166488945','27','94.40159179018927'
'1.76072647259848','5','64.7854705480304'
'2.1496687127735914','1','114.96687127735913'
'1.471448318902333','1','47.144831890233306'
'1.6786404566236897','2','16.067977168815517'
'0.9898347687304295','1','1.0165231269570474'
'1.0099097631644878','1','0.9909763164487773'
'1.879176979366059','1','87.9176979366059'
'1.9899521409896832','2','0.5023929505158398'
'1.1772288369467256','1','17.722883694672564'
'1.7708150463773842','2','11.45924768113079'
'1.0186942626340632','1','1.8694262634063152'
'1.3941217173566147','3','53.529276088112844'
'1.2671566076464504','1','26.715660764645044'
'1.4444387625238613','1','44.443876252386126'
'1.1356702460977834','1','13.567024609778343'
'1.9184696028220198','1','91.84696028220199'
'1.1470608295755302','1','14.706082957553024'
'1.8489970462820273','1','84.89970462820273'
'1.0405178991036788','1','4.051789910367876'
'1.8489970462820273','1','84.89970462820273'
'1.8449407230815993','2','7.752963845920036'
'1.795690883086496','8','77.5538639614188'
'1.5671531820599367','2','21.642340897003166'
'1.5671531820599367','7','77.61209739914376'
'1.5774657658201452','1','57.74657658201452'
'1.7448991797414308','1','74.48991797414308'
'1.1292219714763378','1','12.922197147633785'
'1.009876428956784','6','83.1687261840536'
'1.4282471708512412','2','28.58764145743794'
'1.7156665087557834','1','71.56665087557835'
'1.4804044766490838','1','48.040447664908385'
'1.193514952353296','1','19.351495235329597'
'0.9896087758576734','1','1.0391224142326627'
'1.953241550734139','3','34.891948308862034'
'1.4463034851939753','3','51.78988382686749'
'1.2769800096974602','2','36.15099951512699'
'1.7681135952327525','1','76.81135952327524'
'0.9184543438441082','1','8.154565615589181'
'1.7244508507289216','1','72.44508507289216'
'1.010227772542018','1','1.0227772542017899'
'1.5784887764155369','1','57.848877641553685'
'1.8794934114297037','1','87.94934114297037'
'1.0099097631644878','1','0.9909763164487773'
'1.7410917274411055','2','12.945413627944724'
'1.3248158316220338','1','32.48158316220338'
'1.456952327530086','2','27.1523836234957'
'1.5849549592273078','1','58.495495922730775'
'2.066100153668355','1','106.6100153668355'
'1.330360622050537','1','33.03606220505371'
'0.8968903020730441','1','10.310969792695591'
'1.0607839813960802','1','6.078398139608021'
'1.3911347878886546','1','39.113478788865464'
'1.8526638075521642','1','85.26638075521642'
'1.004567811710825','1','0.4567811710824987'
'1.112675435085602','2','44.366228245719896'
'1.456952327530086','2','27.1523836234957'
'1.6688411580150986','1','66.88411580150986'
'1.6274308581753754','1','62.74308581753753'
'1.5517488666877073','3','48.27503777707642'
'1.6786404566236897','2','16.067977168815517'
'1.1599099690218906','2','42.00450154890547'
'1.4163177342403912','1','41.63177342403912'
'1.4241080885587554','2','28.79459557206223'
'2.2602840297130444','1','126.02840297130444'
'1.9895128393578556','1','98.95128393578557'
'0.9184543438441082','1','8.154565615589181'
'1.1910571935036227','3','60.29809354987924'
'0.9896087758576734','1','1.0391224142326627'
'2.066100153668355','4','48.34749615829112'
'1.8495847285631029','1','84.95847285631028'
'2.0100427172296067','1','101.00427172296067'
'0.9897068774529647','1','1.0293122547035294'
'1.5090328078684485','2','24.548359606577574'
'1.4596731226762196','1','45.96731226762196'
'1.0535621759196097','3','64.88126080267968'
'1.2758088621400383','1','27.58088621400383'
'1.631139907319012','1','63.113990731901204'
'1.7576148674523542','1','75.76148674523542'
'1.8194052806995824','3','39.35315731001392'
'1.3180472887628734','5','73.63905422474254'
'1.4572288077935265','1','45.72288077935265'
'1.0100242942578372','1','1.002429425783724'
'1.3666363360014877','1','36.66363360014877'
'1.3888302718459555','4','65.27924320385111'
'1.193514952353296','3','60.216168254890135'
'1.7332145466745448','1','73.32145466745447'
'1.459878315539266','1','45.987831553926604'
'1.879176979366059','5','62.41646041267882'
'1.5934921804880575','2','20.325390975597124'
'1.9071354618121856','1','90.71354618121856'
'1.606131757932463','1','60.6131757932463'
'1.0572996833272366','1','5.729968332723656'
'2.154744090769084','2','7.73720453845419'
'1.7156665087557834','1','71.56665087557835'
'1.603953704789856','2','19.8023147605072'
'1.1859820492537916','3','60.46726502487362'
'1.719585802983354','2','14.020709850832302'
'1.4596731226762196','1','45.96731226762196'
'2.01023294013264','4','49.744176496684'
'0.8968903020730441','1','10.310969792695591'
'1.5774657658201452','2','21.12671170899274'
'1.621368758575191','1','62.1368758575191'
'2.0100427172296067','3','32.99857609234644'
'1.4072555953065005','2','29.637220234674977'
'1.456952327530086','1','45.6952327530086'
'1.6311798524191834','1','63.11798524191834'
'1.4990298441466274','4','62.524253896334315'
'1.0100936502909375','2','49.49531748545313'
'1.8161364407783303','5','63.677271184433394'
'1.2769800096974602','1','27.69800096974602'
'1.4776003985081112','1','47.76003985081112'
'1.8591088144474024','2','7.04455927762988'
'0.9006122950382665','2','54.96938524808668'
'1.3941217173566147','2','30.293914132169263'
'1.6162601118323199','1','61.62601118323199'
'1.6968148865811434','1','69.68148865811435'
'1.8565571895116701','1','85.65571895116702'
'1.3931564579398557','1','39.31564579398557'
'1.7332145466745448','2','13.33927266627276'
'1.193514952353296','3','60.216168254890135'
'1.073456107330864','1','7.345610733086394'
'1.7708150463773842','6','70.48641589371026'
'1.1910571935036227','3','60.29809354987924'
'1.225558407049713','1','22.555840704971295'
'1.9899521409896832','2','0.5023929505158398'
'1.9895128393578556','3','33.682905354738146'
'1.6538276456878862','1','65.38276456878862'
'1.4296555423147759','1','42.96555423147759'
'0.7579459589065667','2','62.10270205467167'
'1.606131757932463','1','60.6131757932463'
'1.9903972760804107','8','75.12003404899487'
'1.64628548768323','2','17.6857256158385'
'1.009876428956784','1','0.9876428956784089'
'1.0653799120210241','2','46.7310043989488'
'1.6425024075154389','10','83.57497592484562'
'1.352168975441724','3','54.927700818609196'
'1.6361978573274838','1','63.61978573274838'
'1.81801960686455','1','81.801960686455'
'0.9897429350555437','2','50.51285324722281'
'2.2820125893970884','1','128.20125893970885'
'1.6839074587954772','1','68.39074587954772'
'1.4148798371748013','3','52.837338760839955'
'1.5825419175536748','1','58.25419175536748'
'1.7151844548634316','1','71.51844548634317'
'1.4990298441466274','1','49.90298441466274'
'1.6311798524191834','1','63.11798524191834'
'0.9362923030194065','1','6.370769698059354'
'1.1859820492537916','3','60.46726502487362'
'1.2329431809062228','2','38.35284095468886'
'1.0099097631644878','1','0.9909763164487773'
'0.9628592462161978','1','3.7140753783802216'
'1.6007264286123106','1','60.07264286123106'
'1.580996202623003','2','20.950189868849844'
'1.6783333692333542','2','16.083331538332292'
'1.2287535170152635','3','59.041549432824546'
'1.8194052806995824','1','81.94052806995825'
'1.8117594725192734','1','81.17594725192734'
'1.7444523843089657','2','12.777380784551717'
'1.1843087549955116','1','18.430875499551156'
'2.012196677419868','2','0.6098338709934037'
'1.2276138893019752','1','22.761388930197523'
'1.3941217173566147','1','39.412171735661474'
'1.4862206524348227','1','48.62206524348227'
'1.4776003985081112','1','47.76003985081112'
'1.0957897011017381','2','45.21051494491309'
'1.3666363360014877','4','65.8340915999628'
'1.3931564579398557','1','39.31564579398557'
'1.8161364407783303','1','81.61364407783303'
'1.8449407230815993','1','84.49407230815993'
'1.7608880616206908','2','11.955596918965462'
'2.0101761148094814','2','0.508805740474072'
'1.290065321919333','1','29.0065321919333'
'1.646860218311401','1','64.6860218311401'
'0.9006122950382665','1','9.938770496173355'
'1.112675435085602','1','11.267543508560207'
'1.4241080885587554','1','42.41080885587554'
'1.4990298441466274','2','25.04850779266863'
'1.5843179875991662','2','20.78410062004169'
'1.6957038144898986','1','69.57038144898986'
